document-uri,effective-directive,blocked-uri,source-file,line-number,column-number,0
about:blank,connect-src,https://ads.dashbid.io/service/p/4363?db_pageurl=https://support.mozilla.org/t5/Sincronize-e-salve/Visualize-abas-sincronizadas-a-partir-de-outros-dispositivos/ta-p/38579&db_adw=640&db_adh=480&db_formats=js,https://cdn.dashbid.io/prod/db-sdkv24.js,5,8014,1
about:blank,connect-src,https://ads.dashbid.io/service/p/4436?db_pageurl=https://support.mozilla.org/t5/Sincronize-e-salve/tkb-p/sync-and-save-kb-pt-br&db_adw=640&db_adh=480&db_formats=js,https://cdn.dashbid.io/prod/db-sdkv24.js,5,8014,1
about:blank,connect-src,https://ads.dashbid.io/service/p/4485?db_pageurl=https://support.mozilla.org/t5/Sincronize-e-salve/tkb-p/sync-and-save-kb-pt-br&db_adw=640&db_adh=480&db_formats=js,https://cdn.dashbid.io/prod/db-sdkv24.js,5,8030,1
about:blank,connect-src,https://arena.altitude-arena.com/vast?uid=BMSPQI1T8H08FECT90UK8847T8&page_url=https%3A%2F%2Fsupport.mozilla.org&cb=903191300&ref_page_url=https%3A%2F%2Fsupport.mozilla.org&player_width=400&player_height=300&video_duration=30.0&media_file_url=%7Bvideo_url%7D&media_file_title=%7Bvideo_title%7D&media_file_id=%7Bvideo_id%7D,https://ad.lkqd.net/vpaid/vpaid.js?fusion=1.0,1,87226,1
about:blank,connect-src,https://arena.altitudeplatform.com/vast?uid=R4FB0JJBBL3KV7LG9PLLR5QFIC&page_url=mozilla.org&cb=1095932264&ref_page_url=%7Bvideo_url%7D&player_width=400&player_height=300&video_duration=30.0&media_file_url=[REPLACE]&media_file_title=%7Bvideo_url%7D&media_file_id=%7Bvideo_id%7D,https://ad.lkqd.net/vpaid/vpaid.js?fusion=1.0,1,87226,1
about:blank,connect-src,https://as.eu.angsrvr.com/select?type=dyn&plc=1082896&cache=713593691&ang_domain=mozilla.org&ang_ref={}&ang_page=https%3A%2F%2Fsupport.mozilla.org&ang_height=300&ang_width=400&ang_vpaid=false,https://ad.lkqd.net/vpaid/vpaid.js?fusion=1.0,1,87226,1
about:blank,connect-src,https://as.eu.angsrvr.com/select?type=dyn&plc=1082896&cache=713593691&ang_domain=mozilla.org&ang_ref={}&ang_page=https%3A%2F%2Fsupport.mozilla.org&ang_height=300&ang_width=400&ang_vpaid=false,https://ad.lkqd.net/vpaid/vpaid.js?fusion=1.0,1,88505,1
about:blank,connect-src,https://as.eu.angsrvr.com/select?type=dyn&plc=1084585&cache=1969797005&ang_domain=https%3A%2F%2Fsupport.mozilla.org&ang_ref=https%3A%2F%2Fsupport.mozilla.org&ang_page=https%3A%2F%2Fsupport.mozilla.org&ang_width=400&ang_height=300&ang_vpaid=true,https://ad.lkqd.net/vpaid/vpaid.js?fusion=1.0,1,87226,1
about:blank,connect-src,https://as.eu.angsrvr.com/select?type=dyn&plc=1088740&cache=910103395&plc=215013&ang_cats=IAB24&ang_page=https%3A%2F%2Fsupport.mozilla.org&ang_ref=&ang_domain=mozilla.org&ang_height=300&ang_width=400&ang_ua=Mozilla%2F5.0%20%28Windows%20NT%206.1%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F57.0.2987.133%20Safari%2F537.36&ang_ip=68.228.75.103,https://ad.lkqd.net/vpaid/vpaid.js?fusion=1.0,1,87226,1
about:blank,connect-src,https://as.eu.angsrvr.com/select?type=dyn&plc=1089285&cache=895042384&ang_domain=mozilla.org&ang_ref=mozilla.org&ang_page=mozilla.org&ang_width=400&ang_height=300&ang_vpaid=true,https://ad.lkqd.net/vpaid/vpaid.js?fusion=1.0,1,88505,1
